"Complete Payment","إتمام الدفع",""
"Maximum discount per item","الحد الأقصى للخصم لكل منتج",""
"Use Percentage Discount","استخدام خصم نسبي",""
"Show discounts as percentages","عرض الخصومات كنسب مئوية",""
"Allow Additional Discount","السماح بخصم إضافي",""
"Enable invoice-level discount","تفعيل خصم على مستوى الفاتورة",""
"Allow Item Discount","السماح بخصم المنتج",""
"Enable item-level discount in edit dialog","تفعيل خصم على مستوى المنتج في نافذة التعديل",""
"Disable Rounded Total","تعطيل التقريب",""
"Show exact totals without rounding","عرض الإجماليات الدقيقة بدون تقريب",""
"Sales Operations","عمليات البيع",""
"Allow Credit Sale","السماح بالبيع بالآجل",""
"Enable sales on credit","تفعيل البيع بالآجل",""
"Allow Return","السماح بالإرجاع",""
"Enable product returns","تفعيل إرجاع المنتجات",""
"Allow Write Off Change","السماح بشطب الباقي",""
"Write off small change amounts","شطب المبالغ الصغيرة المتبقية",""
"Allow Partial Payment","السماح بالدفع الجزئي",""
"Enable partial payment for invoices","تفعيل الدفع الجزئي للفواتير",""
"Print without confirmation","الطباعة بدون تأكيد",""
"No POS Profile Selected","لم يتم اختيار ملف نقطة البيع",""
"Please select a POS Profile to configure settings","يرجى اختيار ملف نقطة البيع لتكوين الإعدادات",""
"Failed to load settings","فشل في تحميل الإعدادات",""
"POS Profile not found","لم يتم العثور على ملف نقطة البيع",""
"Settings saved successfully","تم حفظ الإعدادات بنجاح",""
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","تم حفظ الإعدادات وتحديث المستودع وتغيير وضع الضريبة. سيتم إعادة حساب السلة.",""
"Settings saved and warehouse updated. Reloading stock...","تم حفظ الإعدادات وتحديث المستودع. جاري إعادة تحميل المخزون...",""
"Failed to save settings","فشل في حفظ الإعدادات",""
"{0}s ago","منذ {0}ث",""
"{0}m ago","منذ {0}د",""
"Sign in to POS Next","تسجيل الدخول إلى POS Next",""
"Login Failed","فشل تسجيل الدخول",""
"Enter your username or email","أدخل اسم المستخدم أو البريد الإلكتروني",""
"User ID / Email","اسم المستخدم / البريد الإلكتروني",""
"Enter your password","أدخل كلمة المرور",""
"Hide password","إخفاء كلمة المرور",""
"Show password","إظهار كلمة المرور",""
"Signing in...","جاري تسجيل الدخول...",""
"Clear all items","مسح جميع المنتجات",""
"View all available offers","عرض جميع العروض المتاحة",""
"Apply coupon code","تطبيق رمز الكوبون",""
"Create New Coupon","إنشاء كوبون جديد",""
"No coupons found","لم يتم العثور على كوبونات",""
"Gift","هدية",""
"Used: {0}/{1}","مستخدم: {0}/{1}",""
"Used: {0}","مستخدم: {0}",""
"Select a Coupon","اختر كوبون",""
"Choose a coupon from the list to view and edit, or create a new one to get started","اختر كوبوناً من القائمة لعرضه وتعديله، أو أنشئ واحداً جديداً للبدء",""
"You don't have permission to create coupons","ليس لديك إذن لإنشاء كوبونات",""
"Coupon Details","تفاصيل الكوبون",""
"Fill in the details to create a new coupon","أملأ التفاصيل لإنشاء كوبون جديد",""
"View and update coupon information","عرض وتحديث معلومات الكوبون",""
"Create","إنشاء",""
"Coupon Name","اسم الكوبون",""
"e.g., Summer Sale Coupon 2025","مثال: كوبون تخفيضات الصيف 2025",""
"Coupon Type","نوع الكوبون",""
"Promotional","ترويجي",""
"Gift Card","بطاقة هدايا",""
"Auto-generated if empty","يتم إنشاؤه تلقائياً إذا كان فارغاً",""
"Generate","توليد",""
"Customer ID or Name","رقم العميل أو الاسم",""
"Company","الشركة",""
"Discount Configuration","إعدادات الخصم",""
"Apply Discount On","تطبيق الخصم على",""
"Net Total","صافي الإجمالي",""
"e.g., 20","مثال: 20",""
"Amount in {0}","المبلغ بـ {0}",""
"Minimum Cart Amount","الحد الأدنى لقيمة السلة",""
"Optional minimum in {0}","الحد الأدنى الاختياري بـ {0}",""
"Maximum Discount Amount","الحد الأقصى للخصم",""
"Optional cap in {0}","الحد الأقصى الاختياري بـ {0}",""
"Current Discount:","الخصم الحالي:",""
"{0}% off {1}","خصم {0}% على {1}",""
"{0} off {1}","خصم {0} على {1}",""
"(Min: {0})","(الحد الأدنى: {0})",""
"(Max Discount: {0})","(الحد الأقصى للخصم: {0})",""
"Validity & Usage","الصلاحية والاستخدام",""
"Unlimited","غير محدود",""
"Only One Use Per Customer","استخدام واحد فقط لكل عميل",""
"Coupon Status & Info","حالة الكوبون والمعلومات",""
"Current Status","الحالة الحالية",""
"Created On","تاريخ الإنشاء",""
"Last Modified","آخر تعديل",""
"Delete Coupon","حذف الكوبون",""
"-- No Campaign --","-- بدون حملة --",""
"Failed to load coupons","فشل في تحميل الكوبونات",""
"Failed to load coupon details","فشل في تحميل تفاصيل الكوبون",""
"Coupon created successfully","تم إنشاء الكوبون بنجاح",""
"Failed to create coupon","فشل في إنشاء الكوبون",""
"Coupon updated successfully","تم تحديث الكوبون بنجاح",""
"Failed to update coupon","فشل في تحديث الكوبون",""
"Coupon status updated successfully","تم تحديث حالة الكوبون بنجاح",""
"Failed to toggle coupon status","فشل في تبديل حالة الكوبون",""
"Coupon deleted successfully","تم حذف الكوبون بنجاح",""
"Failed to delete coupon","فشل في حذف الكوبون",""
"Please enter a coupon name","يرجى إدخال اسم الكوبون",""
"Please select a discount type","يرجى اختيار نوع الخصم",""
"Please enter a valid discount percentage (1-100)","يرجى إدخال نسبة خصم صالحة (1-100)",""
"Please enter a valid discount amount","يرجى إدخال مبلغ خصم صالح",""
"Please select a customer for gift card","يرجى اختيار عميل لبطاقة الهدايا",""
"Cannot delete coupon as it has been used {0} times","لا يمكن حذف الكوبون لأنه تم استخدامه {0} مرات",""
"Add to Cart","إضافة للسلة",""
"Warehouse","المستودع",""
"Search products...","البحث عن المنتجات...",""
"Item Code","رمز الصنف",""
"Brand","العلامة التجارية",""
"Transaction","المعاملة",""
"e.g., Summer Sale 2025","مثال: تخفيضات الصيف 2025",""
"Pricing Rules","قواعد التسعير",""
"Promo Schemes","المخططات الترويجية",""
"Return Reason","سبب الإرجاع",""
"Settings saved. Tax mode is now \"inclusive\". Cart will be recalculated.","تم حفظ الإعدادات. وضع الضريبة الآن \"شامل\". سيتم إعادة حساب السلة.",""
"Settings saved. Tax mode is now \"exclusive\". Cart will be recalculated.","تم حفظ الإعدادات. وضع الضريبة الآن \"غير شامل\". سيتم إعادة حساب السلة.",""
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","سيتم مسح جميع الأصناف والعملاء وبيانات المخزون المخزنة مؤقتاً. سيتم الاحتفاظ بالفواتير والمسودات.",""
"Clear All Data","مسح جميع البيانات",""
"Clearing...","جاري المسح...",""
"Confirm Clear Cache","تأكيد مسح الذاكرة المؤقتة",""
"Manage Invoices","إدارة الفواتير",""
"Outstanding","المستحقات",""
"No Outstanding","لا مستحقات",""
"Pay Outstanding","دفع المستحقات",""
"View Outstanding","عرض المستحقات",""
"Search invoices...","البحث عن الفواتير...",""
"Invoice Management","إدارة الفواتير",""
"All Invoices","جميع الفواتير",""
"Draft","مسودة",""
"Return","مرتجع",""
"Load More","تحميل المزيد",""
"No more invoices","لا مزيد من الفواتير",""
"Failed to load invoices","فشل في تحميل الفواتير",""
"Apply Filter","تطبيق الفلتر",""
"Reset Filter","إعادة تعيين الفلتر",""
"Filter by Status","تصفية حسب الحالة",""
"Filter by Date","تصفية حسب التاريخ",""
"Show All","عرض الكل",""
"Shift Details","تفاصيل الوردية",""
"Shift ID","رقم الوردية",""
"Cashier","أمين الصندوق",""
"Current Time","الوقت الحالي",""
"Cash Sales","مبيعات نقدية",""
"Card Sales","مبيعات بطاقات",""
"Other Sales","مبيعات أخرى",""
"Total Transactions","إجمالي المعاملات",""
"Average Transaction","متوسط المعاملة",""
"Shift Summary","ملخص الوردية",""
"View Full Report","عرض التقرير الكامل",""
"Print Report","طباعة التقرير",""
"Export Data","تصدير البيانات",""
"Quick Actions","إجراءات سريعة",""
"New Sale","عملية بيع جديدة",""
"Returns","المرتجعات",""
"Recent Activity","النشاط الأخير",""
"No recent activity","لا يوجد نشاط حديث",""
"Show All Activity","عرض كل النشاط",""
"Keyboard Shortcuts","اختصارات لوحة المفاتيح",""
"Press F1 for help","اضغط F1 للمساعدة",""
"Press Enter to search","اضغط Enter للبحث",""
"Press Esc to close","اضغط Esc للإغلاق",""
"Scanning...","جاري المسح...",""
"Scan Complete","اكتمل المسح",""
"Scan Failed","فشل المسح",""
"Invalid Barcode","باركود غير صالح",""
"Item Scanned","تم مسح الصنف",""
"Multiple Results","نتائج متعددة",""
"Select Item","اختر الصنف",""
"Enter Quantity","أدخل الكمية",""
"Set Price","تعيين السعر",""
"Custom Price","سعر مخصص",""
"Original Price","السعر الأصلي",""
"New Price","السعر الجديد",""
"Price Changed","تم تغيير السعر",""
"Discount Applied","تم تطبيق الخصم",""
"Offer Applied","تم تطبيق العرض",""
"Coupon Applied","تم تطبيق الكوبون",""
"Free Items Added","تمت إضافة أصناف مجانية",""
"Bundle Items","أصناف الحزمة",""
"View Bundle","عرض الحزمة",""
"Expand Bundle","توسيع الحزمة",""
"Collapse Bundle","طي الحزمة",""
"Stock Warning","تحذير المخزون",""
"Low Stock Warning","تحذير انخفاض المخزون",""
"Only {0} left in stock","متبقي {0} فقط في المخزون",""
"Continue Anyway","المتابعة رغم ذلك",""
"Check Other Warehouses","التحقق من المستودعات الأخرى",""
"Transfer Stock","نقل مخزون",""
"Reserve Stock","حجز مخزون",""
"Stock Reserved","تم حجز المخزون",""
"Reservation Expired","انتهت صلاحية الحجز",""
"Extend Reservation","تمديد الحجز",""
"Release Reservation","إلغاء الحجز",""
"Customer Account","حساب العميل",""
"Credit Limit","حد الائتمان",""
"Available Credit","الرصيد المتاح",""
"Credit Used","الرصيد المستخدم",""
"Credit Exceeded","تجاوز حد الائتمان",""
"Requires Approval","يتطلب موافقة",""
"Request Approval","طلب الموافقة",""
"Approval Pending","بانتظار الموافقة",""
"Approved","تمت الموافقة",""
"Rejected","مرفوض",""
"Loyalty Points","نقاط الولاء",""
"Points Balance","رصيد النقاط",""
"Redeem Points","استبدال النقاط",""
"Points to Redeem","نقاط للاستبدال",""
"Points Value","قيمة النقاط",""
"Points Earned","النقاط المكتسبة",""
"Points Redeemed","النقاط المستبدلة",""
"Split Payment","تقسيم الدفع",""
"Add Split","إضافة تقسيم",""
"Remove Split","إزالة التقسيم",""
"Split Amount","مبلغ التقسيم",""
"Remaining to Pay","المتبقي للدفع",""
"Payment Complete","اكتمل الدفع",""
"Print Options","خيارات الطباعة",""
"Print Preview","معاينة الطباعة",""
"Printer Settings","إعدادات الطابعة",""
"Select Printer","اختر الطابعة",""
"Default Printer","الطابعة الافتراضية",""
"Paper Size","حجم الورق",""
"Print Copies","نسخ الطباعة",""
"Include Logo","تضمين الشعار",""
"Include QR Code","تضمين رمز QR",""
"Include Barcode","تضمين الباركود",""
"Compact Mode","الوضع المضغوط",""
"Full Mode","الوضع الكامل",""
"Email Receipt","إرسال الإيصال بالبريد",""
"SMS Receipt","إرسال الإيصال SMS",""
"WhatsApp Receipt","إرسال الإيصال واتساب",""
"Receipt Sent","تم إرسال الإيصال",""
"Failed to Send","فشل الإرسال",""
"Retry","إعادة المحاولة",""
"Skip","تخطي",""
"Done","تم",""
"Finish","إنهاء",""
"Complete Sale","إتمام البيع",""
"New Transaction","معاملة جديدة",""
"Continue Shopping","متابعة التسوق",""
"Start New Sale","بيع جديد",""
"View Receipt","عرض الإيصال",""
"Download Receipt","تحميل الإيصال",""
"Share Receipt","مشاركة الإيصال",""
"Copy Link","نسخ الرابط",""
"Link Copied","تم نسخ الرابط",""
"Invoice loaded to cart for editing","تم تحميل الفاتورة للسلة للتعديل",""
"Campaign","الحملة",""
"Referral Code","رمز الدعوة",""
"Times Used","مرات الاستخدام",""
"Maximum Use","الحد الأقصى للاستخدام",""
"Are you sure you want to delete <strong>\"{0}\"<strong>?","هل أنت متأكد من حذف <strong>\"{0}\"<strong>؟",""
"Return Reason <span class=\"text-gray-400\">(optional)</span>","سبب الإرجاع <span class=\"text-gray-400\">(اختياري)</span>",""
"Return Reason &lt;span class=&quot;text-gray-400&quot;&gt;(optional)&lt;/span&gt;","سبب الإرجاع <span class=\"text-gray-400\">(اختياري)</span>",""
"<strong>Note:<strong> When enabled, the system will allow sales even when stock quantity is zero or negative. This is useful for handling stock sync delays or backorders. All transactions are tracked in the stock ledger.","<strong>ملاحظة:<strong> عند التفعيل، سيسمح النظام بالبيع حتى لو كانت كمية المخزون صفراً أو سالبة. هذا مفيد لمعالجة تأخر مزامنة المخزون أو الطلبات الآجلة. يتم تتبع جميع المعاملات في دفتر المخزون.",""
"<strong>Status:<strong> Running","<strong>الحالة:<strong> يعمل",""
"<strong>Status:<strong> Stopped","<strong>الحالة:<strong> متوقف",""
"<strong>Items Tracked:<strong> {0}","<strong>الأصناف المتتبعة:<strong> {0}",""
"<strong>Warehouse:<strong> {0}","<strong>المستودع:<strong> {0}",""
"<strong>Last Sync:<strong> {0}","<strong>آخر مزامنة:<strong> {0}",""
"<strong>Last Sync:<strong> Never","<strong>آخر مزامنة:<strong> أبداً",""
"Cart subtotal BEFORE tax - used for discount calculations","المجموع الفرعي للسلة قبل الضريبة - يستخدم لحساب الخصم",""
"Draft invoice deleted","تم حذف مسودة الفاتورة",""
"Failed to delete draft invoice","فشل حذف مسودة الفاتورة",""
"Search sales person...","بحث عن بائع...",""
"Item Group","مجموعة الأصناف",""
"Mobile","الجوال",""
"Clear Cache?","مسح الذاكرة المؤقتة؟",""
"Clearing Cache...","جاري مسح الذاكرة...",""
"Please wait while we clear your cached data","يرجى الانتظار، جاري مسح البيانات المؤقتة",""
"<strong>Company:<strong>","<strong>الشركة:<strong>",""
"<strong>Opened:</strong> {0}","<strong>تم الفتح:</strong> {0}",""
"<strong>Opened:<strong>","<strong>تم الفتح:<strong>",""
"<strong>POS Profile:</strong> {0}","<strong>ملف نقطة البيع:</strong> {0}",""
"<strong>POS Profile:<strong> {0}","<strong>ملف نقطة البيع:<strong> {0}",""
"(FREE)","(مجاني)",""
"Are you sure you want to sign out of POS Next?","هل أنت متأكد من تسجيل الخروج من POS Next؟",""
"At least {0} items required","مطلوب {0} أصناف على الأقل",""
"Create new customer: {0}","إنشاء عميل جديد: {0}",""
"Creating return for invoice {0}","جاري إنشاء مرتجع للفاتورة {0}",""
"Enter actual amount for {0}","أدخل المبلغ الفعلي لـ {0}",""
"Exception: {0}","استثناء: {0}",""
"Expected: <span class=""font-medium"">{0}</span>","المتوقع: <span class=""font-medium"">{0}</span>",""
"From {0}","من {0}",""
"Invoice - {0}","فاتورة - {0}",""
"Invoice ID: {0}","رقم الفاتورة: {0}",""
"Invoice {0} created and sent to printer","تم إنشاء الفاتورة {0} وإرسالها للطابعة",""
"Invoice {0} created but print failed","تم إنشاء الفاتورة {0} لكن فشلت الطباعة",""
"Invoice {0} created successfully","تم إنشاء الفاتورة {0} بنجاح",""
"Invoice {0} created successfully!","تم إنشاء الفاتورة {0} بنجاح!",""
"Item: {0}","الصنف: {0}",""
"Maximum cart value exceeded ({0})","تجاوزت السلة الحد الأقصى للقيمة ({0})",""
"Maximum {0} items allowed for this offer","الحد الأقصى المسموح به لهذا العرض {0} أصناف",""
"Message: {0}","الرسالة: {0}",""
"Minimum cart value of {0} required","الحد الأدنى المطلوب لقيمة السلة هو {0}",""
"No pending invoices to sync","لا توجد فواتير معلقة للمزامنة",""
"Opening Balance (Optional)","الرصيد الافتتاحي (اختياري)",""
"Over {0}","فائض {0}",""
"POS Profile: {0}","ملف نقطة البيع: {0}",""
"Promotion saved successfully","تم حفظ العرض الترويجي بنجاح",""
"Remove all {0} items from cart?","إزالة جميع أصناف {0} من السلة؟",""
"Return invoice {0} created successfully","تم إنشاء فاتورة المرتجع {0} بنجاح",""
"Search by email: {0}","بحث بالبريد: {0}",""
"Search by phone: {0}","بحث بالهاتف: {0}",""
"Shift Open","الوردية مفتوحة",""
"Short {0}","عجز {0}",""
"Sign in","تسجيل الدخول",""
"Sign out","تسجيل الخروج",""
"Signing out...","جاري الخروج...",""
"Status: {0}","الحالة: {0}",""
"Switched to {0}. Stock quantities refreshed.","تم التبديل إلى {0}. تم تحديث كميات المخزون.",""
"Technical: {0}","تقني: {0}",""
"Timestamp: {0}","الطابع الزمني: {0}",""
"Title: {0}","العنوان: {0}",""
"Total: {0}","الإجمالي: {0}",""
"Type: {0}","النوع: {0}",""
"Unit changed to {0}","تم تغيير الوحدة إلى {0}",""
"Until {0}","حتى {0}",""
"User: {0}","المستخدم: {0}",""
"View cart with {0} items","عرض السلة ({0} أصناف)",""
"Warehouse updated but failed to reload stock. Please refresh manually.","تم تحديث المستودع لكن فشل تحميل المخزون. يرجى التحديث يدوياً.",""
"Welcome to POS Next!","مرحباً بك في POS Next!",""
"You have an open shift. Would you like to resume it or close it and open a new one?","لديك وردية مفتوحة. هل تريد استئنافها أم إغلاقها وفتح وردية جديدة؟",""
"Your cart doesn't meet the requirements for this offer.","سلتك لا تستوفي متطلبات هذا العرض.",""
"{0} ({1}) added to cart","تمت إضافة {0} ({1}) للسلة",""
"{0} added to cart","تمت إضافة {0} للسلة",""
"{0} applied successfully","تم تطبيق {0} بنجاح",""
"{0} created and selected","تم إنشاء {0} وتحديده",""
"{0} invoice(s) failed to sync","فشلت مزامنة {0} فاتورة",""
"{0} invoice(s) synced successfully","تمت مزامنة {0} فاتورة بنجاح",""
"{0} invoices","{0} فواتير",""
"{0} selected","{0} محدد",""
"{0} settings applied immediately","تم تطبيق إعدادات {0} فوراً",""
"{0} transactions • {1}","{0} معاملات • {1}",""
"{0} updated successfully","تم تحديث {0} بنجاح",""
"{0}h {1}m","{0}س {1}د",""
"{0}m","{0}د",""
"✓ Connection successful: {0}","✓ الاتصال ناجح: {0}",""
"✗ Connection failed: {0}","✗ فشل الاتصال: {0}",""
"Manage all your invoices in one place","إدارة جميع فواتيرك في مكان واحد",""
"All ({0})","الكل ({0})",""
"Promotions","العروض الترويجية",""
"Search serial numbers...","البحث عن الأرقام التسلسلية...",""
"Loading serial numbers...","جاري تحميل الأرقام التسلسلية...",""
"No serial numbers available","لا توجد أرقام تسلسلية متاحة",""
"No serial numbers match your search","لا توجد أرقام تسلسلية تطابق بحثك",""
"Serial Numbers","الأرقام التسلسلية",""
"Cannot remove last serial","لا يمكن إزالة آخر رقم تسلسلي",""
"Remove serial","إزالة الرقم التسلسلي",""
"Serial No:","الرقم التسلسلي:",""
"Click to edit serials","انقر لتعديل الأرقام التسلسلية",""
"Edit serials","تعديل الأرقام التسلسلية",""
"serials","أرقام تسلسلية",""
"Stock Lookup","الاستعلام عن المخزون",""
"Search for item availability across all warehouses","التحقق من توفر الأصناف في كافة المستودعات",""
"Search for items across warehouses","البحث عن الأصناف عبر المستودعات",""
"Type to search items...","اكتب للبحث عن صنف...",""
"Search by item name, code, or scan barcode","البحث بالاسم، الرمز، أو قراءة الباركود",""
"No items found for \"{0}\"","لم يتم العثور على نتائج لـ \"{0}\"",""
"Try a different search term","جرب كلمة بحث أخرى",""
"Search Again","إعادة البحث",""
"Search for an item","البحث عن صنف",""
"Start typing to see suggestions","ابدأ الكتابة لإظهار الاقتراحات",""
"Navigate","التنقل",""
"Enter","إدخال",""
"Esc","خروج",""
"Total Available","إجمالي الكمية المتوفرة",""
"in 1 warehouse","في مستودع واحد",""
"in {0} warehouses","في {0} مستودعات",""
"{0} reserved","{0} محجوزة",""
"Actual Stock","الرصيد الفعلي",""
"This item is out of stock in all warehouses","هذا الصنف نفذ من جميع المستودعات",""
"Failed to load warehouse availability","تعذر تحميل بيانات التوفر",""
"Close dialog","إغلاق",""
"Clear search","مسح البحث",""
"Click to view availability in other warehouses","انقر لعرض التوفر في باقي المستودعات",""
"Credit Sale Return","مرتجع مبيعات آجلة",""
"This invoice was paid on account (credit sale). The return will reverse the accounts receivable balance. No cash refund will be processed.","تم بيع هذه الفاتورة ""على الحساب"". سيتم خصم القيمة من مديونية العميل (تسوية الرصيد) ولن يتم صرف أي مبلغ نقدي.",""
"Customer Credit:","رصيد العميل:",""
"This return was against a Pay on Account invoice. The accounts receivable balance has been reversed. No cash refund was processed.","هذا المرتجع يخص فاتورة آجلة. تم تعديل رصيد العميل تلقائياً، ولم يتم دفع أي مبلغ نقدي.",""
"This invoice was sold on credit. The customer owes the full amount.","تم تسجيل هذه الفاتورة كبيع آجل. المبلغ بالكامل مستحق على العميل.",""
"Partially Paid Invoice","فاتورة مسددة جزئياً",""
"This invoice was partially paid. The refund will be split proportionally.","هذه الفاتورة مسددة جزئياً. سيتم تقسيم المبلغ المسترد بشكل متناسب.",""
"Cash Refund:","استرداد نقدي:",""
"Credit Adjustment:","تسوية الرصيد:",""
"Refundable Amount:","المبلغ القابل للاسترداد:",""
"⚠️ Payment total must equal refundable amount","⚠️ يجب أن يساوي إجمالي الدفع المبلغ القابل للاسترداد",""
"Return Value:","قيمة الإرجاع:",""
"Select Item Variant","اختيار نوع الصنف",""
"Select Unit of Measure","اختيار وحدة القياس",""
"Choose a variant of this item:","اختر نوعاً من هذا الصنف:",""
"Select the unit of measure for this item:","اختر وحدة القياس لهذا الصنف:",""
"Loading options...","جاري تحميل الخيارات...",""
"Stock: {0}","المخزون: {0}",""
"This combination is not available","هذا التركيب غير متوفر",""
"Unit of Measure","وحدة القياس",""
"No Variants Available","لا توجد أنواع متاحة",""
"No Options Available","لا توجد خيارات متاحة",""
"This item template <strong>{0}<strong> has no variants created yet.","قالب الصنف <strong>{0}</strong> ليس له أنواع مُنشأة بعد.",""
"No additional units of measurement configured for this item.","لم يتم تكوين وحدات قياس إضافية لهذا الصنف.",""
"To create variants:","لإنشاء الأنواع:",""
"1. Go to <strong>Item Master<strong> → <strong>{0}<strong>","1. اذهب إلى <strong>سجل الأصناف</strong> ← <strong>{0}</strong>",""
"2. Click <strong>""Make Variants""<strong> button","2. انقر على زر <strong>""إنشاء الأنواع""</strong>",""
"3. Select attribute combinations","3. اختر تركيبات الخصائص",""
"4. Click <strong>""Create""<strong>","4. انقر على <strong>""إنشاء""</strong>",""
"per {0}","لكل {0}",""
"Stock unit","وحدة المخزون",""
"1 {0} = {1} {2}","1 {0} = {1} {2}",""
"Requested quantity ({0}) exceeds available stock ({1})","الكمية المطلوبة ({0}) تتجاوز المخزون المتاح ({1})",""
"Offers are applied automatically when your cart meets the requirements","يتم تطبيق العروض تلقائياً عندما تستوفي سلتك المتطلبات",""
"Applied","مُطبَّق",""
"APPLIED","مُطبَّق",""
"Waiting for requirements","في انتظار استيفاء المتطلبات",""
"Offer applied: {0}","تم تطبيق العرض: {0}",""
"Offer removed: {0}. Cart no longer meets requirements.","تم إزالة العرض: {0}. السلة لم تعد تستوفي المتطلبات.",""
"PRICING RULE","قاعدة تسعير",""
"PROMO SCHEME","مخطط ترويجي",""
"Applying...","جاري التطبيق...",""
